paper_id,title,summary,authors_joined,categories_joined,primary_category,published,updated,age_days,summary_chars,abs_url,pdf_url,comment,text_for_embedding
10.1097/hc9.0000000000000895,Development of retrieval-augmented generation–based large language model for drug-induced liver injury using Livertox data,"Background: Idiosyncratic DILI is a complex clinical challenge requiring timely and accurate decision support. LiverTox, curated by the National Institute of Health (NIH), offers a comprehensive DILI evidence base, but its encyclopedia-like format hinders point-of-care use. Health care providers increasingly use general large language models (LLMs) for clinical care, raising safety concerns due to LLM hallucinations or misinformation. We hypothesize that retrieval-augmented generation (RAG) integration—grounding LLM responses in LiverTox content—would enable accurate DILI decision support. Methods: We processed 1343 LiverTox drug monographs into 8759 indexed segments using BioBERT embeddings. We developed a RAG pipeline that employs drug-specific prioritization, section-aware weighting, and semantic search to retrieve the most relevant content per query. Twenty-five DILI questions were evaluated across 6 models: 4 RAG-LLMs: Mistral-7B, Claude-3-Haiku, Claude-3-Opus, and GPT-4o, and 2 non-RAG GPT-4o variants (unconstrained; soft constrained with a prompt to reference LiverTox). Three hepatologists, blinded to the model, evaluated responses for accuracy, completeness, and conciseness using 5-point Likert scales. Analyses included pairwise comparisons and effect size estimation. Results: One hundred fifty model responses were evaluated with good inter-rater reliability. GPT-4o (RAG) achieved the highest overall scores (4.47±0.10). RAG-LLMs outperformed non-RAG GPT-4o variants in accuracy ( p &lt;0.001) and completeness ( p &lt;0.01). Moderate to large effect sizes in accuracy (d=0.778) and completeness (d=0.526) were noted with RAG. No hallucinations were observed in RAG-LLM outputs, while both non-RAG GPT-4o variants produced several hallucinated responses. There were no significant differences in scoring or hallucinated response rate between the 2 non-RAG variants. Conclusions: We developed an RAG-LLM integrated with LiverTox for evidence-based DILI management. RAG-LLM systems outperformed non-RAG variants and produced responses without observed hallucinations in this evaluation. Our LiverTox RAG-LLM enables reliable answers to drug hepatotoxicity questions at the point of care.","Ashwin Rao, George Cholankeril, Avegail Flores, Gagan Sood, Terrence E. White, Fasiha Kanwal, Hashem B. El-Serag",,unknown,2016-01-01,2026-02-12T18:41:17Z,3650,2216,https://doi.org/10.1097/hc9.0000000000000895,,Hepatology Communications,"Development of retrieval-augmented generation–based large language model for drug-induced liver injury using Livertox data. Background: Idiosyncratic DILI is a complex clinical challenge requiring timely and accurate decision support. LiverTox, curated by the National Institute of Health (NIH), offers a comprehensive DILI evidence base, but its encyclopedia-like format hinders point-of-care use. Health care providers increasingly use general large language models (LLMs) for clinical care, raising safety concerns due to LLM hallucinations or misinformation. We hypothesize that retrieval-augmented generation (RAG) integration—grounding LLM responses in LiverTox content—would enable accurate DILI decision support. Methods: We processed 1343 LiverTox drug monographs into 8759 indexed segments using BioBERT embeddings. We developed a RAG pipeline that employs drug-specific prioritization, section-aware weighting, and semantic search to retrieve the most relevant content per query. Twenty-five DILI questions were evaluated across 6 models: 4 RAG-LLMs: Mistral-7B, Claude-3-Haiku, Claude-3-Opus, and GPT-4o, and 2 non-RAG GPT-4o variants (unconstrained; soft constrained with a prompt to reference LiverTox). Three hepatologists, blinded to the model, evaluated responses for accuracy, completeness, and conciseness using 5-point Likert scales. Analyses included pairwise comparisons and effect size estimation. Results: One hundred fifty model responses were evaluated with good inter-rater reliability. GPT-4o (RAG) achieved the highest overall scores (4.47±0.10). RAG-LLMs outperformed non-RAG GPT-4o variants in accuracy ( p &lt;0.001) and completeness ( p &lt;0.01). Moderate to large effect sizes in accuracy (d=0.778) and completeness (d=0.526) were noted with RAG. No hallucinations were observed in RAG-LLM outputs, while both non-RAG GPT-4o variants produced several hallucinated responses. There were no significant differences in scoring or hallucinated response rate between the 2 non-RAG variants. Conclusions: We developed an RAG-LLM integrated with LiverTox for evidence-based DILI management. RAG-LLM systems outperformed non-RAG variants and produced responses without observed hallucinations in this evaluation. Our LiverTox RAG-LLM enables reliable answers to drug hepatotoxicity questions at the point of care. Authors: Ashwin Rao, George Cholankeril, Avegail Flores, Gagan Sood, Terrence E. White, Fasiha Kanwal, Hashem B. El-Serag. Categories: nan."
10.36227/techrxiv.177219989.96070478/v1,A Theoretical Analysis of Self-Contained Retrieval-Augmented Generation with Small Language Models,"Large language models are powerful but expensive to run, and most RAG (Retrieval-Augmented Generation) systems depend on cloud APIs that cost money and raise privacy concerns. In this paper, I ask a simple question: can I build a fully local RAG system using a small language model that runs on a normal computer, with no internet connection required? I develop a theoretical framework to answer this question. I define the problem formally, identify the fundamental computational limits of such a system, and prove five results about how performance is bounded, when retrieving more documents stops helping, how to find the right amount of retrieval, and how compressing the search index affects accuracy. I then translate these findings into concrete design recommendations. My main finding is that the retriever and the language model are not independent — you need to design them together to get the best results.",Murari Prasad Samal,,unknown,2016-01-01,2026-06-12T14:58:52Z,3650,917,https://doi.org/10.36227/techrxiv.177219989.96070478/v1,,,"A Theoretical Analysis of Self-Contained Retrieval-Augmented Generation with Small Language Models. Large language models are powerful but expensive to run, and most RAG (Retrieval-Augmented Generation) systems depend on cloud APIs that cost money and raise privacy concerns. In this paper, I ask a simple question: can I build a fully local RAG system using a small language model that runs on a normal computer, with no internet connection required? I develop a theoretical framework to answer this question. I define the problem formally, identify the fundamental computational limits of such a system, and prove five results about how performance is bounded, when retrieving more documents stops helping, how to find the right amount of retrieval, and how compressing the search index affects accuracy. I then translate these findings into concrete design recommendations. My main finding is that the retriever and the language model are not independent — you need to design them together to get the best results. Authors: Murari Prasad Samal. Categories: nan."
10.3390/app16052244,Hybrid Retrieval-Augmented Generation: Semantic and Structural Integration for Large Language Model Reasoning,"Recent GraphRAG methods based on knowledge graphs (KGs) primarily rely on either under-reasoning or a structural path-level retriever, which prevents them from jointly capturing fine-grained semantic relevance and explicit multi-hop reasoning paths. This separation often results in semantic mismatch—where logical links are missing—or structural over-constraint in reasoning— where rigid dependencies limit flexible reasoning—thereby degrading both answer accuracy and the reliability of evidence in complex KGQA tasks. To address these issues, we propose HybRAG, a hybrid retrieval framework that synergistically integrates a semantic node-level retriever and structural path-level retriever. HybRAG constructs a hybrid subgraph that jointly reflects the semantic proximity of entities and the relational structures encoded in the KG. Furthermore, we incorporate retrieval-augmented fine-tuning, which enables the model to internalize advanced reasoning strategies for interpreting disparate semantic and structural signals, rather than merely memorizing domain facts. Through extensive experiments on the WebQSP and CWQ benchmarks, we demonstrate that HybRAG effectively bridges the gap between LLM-centric semantic approaches and GNN-centric structural approaches, outperforming single-retriever baselines. Our findings, including detailed sensitivity and ablation analyses, provide empirical evidence that the systematic alignment of semantic and structural signals is essential for ensuring the reasoning reliability and scalability of next-generation GraphRAG systems.","Hyewon Lee, Sungsu Lim",,unknown,2016-01-01,2026-05-14T14:47:26Z,3650,1575,https://doi.org/10.3390/app16052244,,Applied Sciences,"Hybrid Retrieval-Augmented Generation: Semantic and Structural Integration for Large Language Model Reasoning. Recent GraphRAG methods based on knowledge graphs (KGs) primarily rely on either under-reasoning or a structural path-level retriever, which prevents them from jointly capturing fine-grained semantic relevance and explicit multi-hop reasoning paths. This separation often results in semantic mismatch—where logical links are missing—or structural over-constraint in reasoning— where rigid dependencies limit flexible reasoning—thereby degrading both answer accuracy and the reliability of evidence in complex KGQA tasks. To address these issues, we propose HybRAG, a hybrid retrieval framework that synergistically integrates a semantic node-level retriever and structural path-level retriever. HybRAG constructs a hybrid subgraph that jointly reflects the semantic proximity of entities and the relational structures encoded in the KG. Furthermore, we incorporate retrieval-augmented fine-tuning, which enables the model to internalize advanced reasoning strategies for interpreting disparate semantic and structural signals, rather than merely memorizing domain facts. Through extensive experiments on the WebQSP and CWQ benchmarks, we demonstrate that HybRAG effectively bridges the gap between LLM-centric semantic approaches and GNN-centric structural approaches, outperforming single-retriever baselines. Our findings, including detailed sensitivity and ablation analyses, provide empirical evidence that the systematic alignment of semantic and structural signals is essential for ensuring the reasoning reliability and scalability of next-generation GraphRAG systems. Authors: Hyewon Lee, Sungsu Lim. Categories: nan."
10.35314/3y9hy151,Implementation of Retrieval-Augmented Generation Method on Large Language Model for Development of Campus Service and Information Chatbot,"Large language models have the potential to improve the quality of information services in higher education environments through responsive and natural interactions. However, LLMs are prone to generating answers that are not supported by valid knowledge sources due to knowledge cut-off limitations. This study implements Retrieval-Augmented Generation on LLMs to build an information service chatbot for the Indonesian University of Science and Technology (USTI). RAG is built using a hybrid retrieval mechanism that combines dense retrieval and sparse retrieval (BM25) through reciprocal rank fusion and is equipped with cross-encoder reranking. The knowledge base is compiled from official and public documents obtained through the USTI website. The evaluation was conducted using 13 test queries by comparing several configurations to analyze the contribution of each component. The evaluation results show that the hybrid retrieval configuration produces the best retrieval performance with Precision@3 of 71.7%, Recall@3 of 87.5%, and NDCG@3 of 96.3%. In addition, the application of RAG improved the quality of answers compared to LLM without retrieval, as shown by an increase in BERTScore-F1 from 84.8% to 89.4% and a faithfulness score of 88.8%. These findings indicate that RAG integration improves the relevance of LLM answers to source documents, with the hybrid configuration providing an optimal balance between retrieval quality and faithfulness.","Muhammad Dzaki Salman, Rahmaddeni, Torkis Nasution, Susanti",,unknown,2016-01-01,2026-02-26T15:27:57Z,3650,1462,https://doi.org/10.35314/3y9hy151,https://jurnal.polbeng.ac.id/index.php/ISI/article/download/1484/655,INOVTEK Polbeng - Seri Informatika,"Implementation of Retrieval-Augmented Generation Method on Large Language Model for Development of Campus Service and Information Chatbot. Large language models have the potential to improve the quality of information services in higher education environments through responsive and natural interactions. However, LLMs are prone to generating answers that are not supported by valid knowledge sources due to knowledge cut-off limitations. This study implements Retrieval-Augmented Generation on LLMs to build an information service chatbot for the Indonesian University of Science and Technology (USTI). RAG is built using a hybrid retrieval mechanism that combines dense retrieval and sparse retrieval (BM25) through reciprocal rank fusion and is equipped with cross-encoder reranking. The knowledge base is compiled from official and public documents obtained through the USTI website. The evaluation was conducted using 13 test queries by comparing several configurations to analyze the contribution of each component. The evaluation results show that the hybrid retrieval configuration produces the best retrieval performance with Precision@3 of 71.7%, Recall@3 of 87.5%, and NDCG@3 of 96.3%. In addition, the application of RAG improved the quality of answers compared to LLM without retrieval, as shown by an increase in BERTScore-F1 from 84.8% to 89.4% and a faithfulness score of 88.8%. These findings indicate that RAG integration improves the relevance of LLM answers to source documents, with the hybrid configuration providing an optimal balance between retrieval quality and faithfulness. Authors: Muhammad Dzaki Salman, Rahmaddeni, Torkis Nasution, Susanti. Categories: nan."
10.21203/rs.3.rs-8917857/v1,DiagramBank: A Large-scale Dataset of Diagram Design Exemplars with Paper Metadata for Retrieval-Augmented Generation,"Abstract Recent advances in autonomous “AI scientist” systems have demonstrated the ability to automatically write scientific manuscripts and codes with execution. However, producing a publication-grade scientific diagram (e.g., teaser figure) is still a major bottleneck in the “end-to-end” paper generation process. For example, a teaser figure acts as a strategic visual interface and serves a different purpose than derivative data plots. It demands conceptual synthesis and planning to translate complex logic workflow into a compelling graphic that guides intuition and sparks curiosity. Existing AI scientist systems usually omit this component or fall back to an inferior alternative. To bridge this gap, we present DiagramBank, a largescale dataset consisting of 89,422 schematic diagrams curated from existing top-tier scientific publications, designed for multimodal retrieval and exemplar-driven scientific figure generation. DiagramBank is developed through our automated curation pipeline that extracts figures and corresponding in-text references, and uses a CLIP-based filter to differentiate schematic diagrams from standard plots or natural images. Each instance is paired with rich context from abstract, caption, to figure-reference pairs, enabling information retrieval under different query granularities. We release DiagramBank in a ready-to-index format and provide a retrieval-augmented generation codebase to demonstrate exemplar-conditioned synthesis of teaser figures. DiagramBank is publicly available at https:// huggingface.co/datasets/zhangt20/DiagramBank with code at https: //github.com/csml-rpi/DiagramBank.","Tingwen Zhang, Ling Yue, Zhen Xu, Shaowu Pan",,unknown,2016-01-01,2026-02-20T03:07:48Z,3650,1642,https://doi.org/10.21203/rs.3.rs-8917857/v1,,,"DiagramBank: A Large-scale Dataset of Diagram Design Exemplars with Paper Metadata for Retrieval-Augmented Generation. Abstract Recent advances in autonomous “AI scientist” systems have demonstrated the ability to automatically write scientific manuscripts and codes with execution. However, producing a publication-grade scientific diagram (e.g., teaser figure) is still a major bottleneck in the “end-to-end” paper generation process. For example, a teaser figure acts as a strategic visual interface and serves a different purpose than derivative data plots. It demands conceptual synthesis and planning to translate complex logic workflow into a compelling graphic that guides intuition and sparks curiosity. Existing AI scientist systems usually omit this component or fall back to an inferior alternative. To bridge this gap, we present DiagramBank, a largescale dataset consisting of 89,422 schematic diagrams curated from existing top-tier scientific publications, designed for multimodal retrieval and exemplar-driven scientific figure generation. DiagramBank is developed through our automated curation pipeline that extracts figures and corresponding in-text references, and uses a CLIP-based filter to differentiate schematic diagrams from standard plots or natural images. Each instance is paired with rich context from abstract, caption, to figure-reference pairs, enabling information retrieval under different query granularities. We release DiagramBank in a ready-to-index format and provide a retrieval-augmented generation codebase to demonstrate exemplar-conditioned synthesis of teaser figures. DiagramBank is publicly available at https:// huggingface.co/datasets/zhangt20/DiagramBank with code at https: //github.com/csml-rpi/DiagramBank. Authors: Tingwen Zhang, Ling Yue, Zhen Xu, Shaowu Pan. Categories: nan."
10.36227/techrxiv.177155637.75354706/v1,Adaptive Optimization for Retrieval-Augmented Generation via Diagnostic-Driven Strategy Generation,"Large Language Models (LLMs) with Retrieval-Augmented Generation (RAG) are essential for precise applications, yet their performance suffers from a significant gap between problem diagnosis and effective optimization. While recent diagnostic frameworks like THELMA offer fine-grained RAG performance insights, they still require manual expert intervention for resolution, leading to slow, experience-dependent optimization cycles. To bridge this ""diagnosis-to-optimization"" gap, we propose DynaRAG (Dynamic RAG Optimization Framework), an adaptive system that extends diagnostic capabilities to intelligent, LLMpowered strategy generation and semi-automated pipeline adjustment. DynaRAG comprises a Granular Diagnosis Module (GDM) using THELMA, a novel RAG Component Adaptation Knowledge Base (RCAK) mapping diagnostic patterns to root causes and optimization strategies, and an Adaptive Strategy Generation &amp; Recommendation Module (ASGR) generating specific, actionable advice, including configuration snippets. Experiments on the THELMA-WikiEval dataset and an expert-annotated subset demonstrate DynaRAG's superior performance across key metrics: achieving a Diagnosis Accuracy of 0.93, a Strategy Match Score of 0.87, an Actionability Score of 0.90, and an Average Performance Improvement of 0.15, significantly outperforming existing diagnostic-only or heuristic-based approaches. DynaRAG thus represents a significant step towards continuous, efficient, and semi-automated performance optimization for RAG applications.","Zihan Gai, Linyu Kuang",,unknown,2016-01-01,2026-06-12T16:09:17Z,3650,1529,https://doi.org/10.36227/techrxiv.177155637.75354706/v1,,,"Adaptive Optimization for Retrieval-Augmented Generation via Diagnostic-Driven Strategy Generation. Large Language Models (LLMs) with Retrieval-Augmented Generation (RAG) are essential for precise applications, yet their performance suffers from a significant gap between problem diagnosis and effective optimization. While recent diagnostic frameworks like THELMA offer fine-grained RAG performance insights, they still require manual expert intervention for resolution, leading to slow, experience-dependent optimization cycles. To bridge this ""diagnosis-to-optimization"" gap, we propose DynaRAG (Dynamic RAG Optimization Framework), an adaptive system that extends diagnostic capabilities to intelligent, LLMpowered strategy generation and semi-automated pipeline adjustment. DynaRAG comprises a Granular Diagnosis Module (GDM) using THELMA, a novel RAG Component Adaptation Knowledge Base (RCAK) mapping diagnostic patterns to root causes and optimization strategies, and an Adaptive Strategy Generation &amp; Recommendation Module (ASGR) generating specific, actionable advice, including configuration snippets. Experiments on the THELMA-WikiEval dataset and an expert-annotated subset demonstrate DynaRAG's superior performance across key metrics: achieving a Diagnosis Accuracy of 0.93, a Strategy Match Score of 0.87, an Actionability Score of 0.90, and an Average Performance Improvement of 0.15, significantly outperforming existing diagnostic-only or heuristic-based approaches. DynaRAG thus represents a significant step towards continuous, efficient, and semi-automated performance optimization for RAG applications. Authors: Zihan Gai, Linyu Kuang. Categories: nan."
10.36713/epra26155,A SYSTEMATIC REVIEW OF OPTIMIZED RETRIEVAL-AUGMENTED GENERATION FRAMEWORKS FOR REDUCING HALLUCINATIONS IN LARGE LANGUAGE MODELS,"Large Language Models (LLMs) have proven to be making great progress on natural language processing, but they tend to produce hallucinated or even inaccurate information. The systematic review is focused on optimized Retrieval-Augmented Generation (RAG) frameworks and how they enhance the reliability and factual truth of the outputs of LLM. The paper examines the architecture of the RAG systems, retrieval methods, and optimization methods like embedding tuning, query expansion, and reranking. It also surveys methods of evaluation by such metrics as factual consistency and faithfulness. The results show that the incorporation of outside knowledge recall massively decreases hallucinations and improves the grounding in context. Although there are difficulties that are associated with scalability and knowledge management, optimized RAG frameworks present a good pathway towards creating trustworthy and evidence-based generative AI systems. Keywords: Large Language Models; Retrieval-Augmented Generation; Hallucination Reduction; AI Reliability.","Jaipal Kumar, Dr. Shashank Swami",,unknown,2016-01-01,2026-04-24T15:47:08Z,3650,1054,https://doi.org/10.36713/epra26155,,EPRA International Journal of Research &amp; Development (IJRD),"A SYSTEMATIC REVIEW OF OPTIMIZED RETRIEVAL-AUGMENTED GENERATION FRAMEWORKS FOR REDUCING HALLUCINATIONS IN LARGE LANGUAGE MODELS. Large Language Models (LLMs) have proven to be making great progress on natural language processing, but they tend to produce hallucinated or even inaccurate information. The systematic review is focused on optimized Retrieval-Augmented Generation (RAG) frameworks and how they enhance the reliability and factual truth of the outputs of LLM. The paper examines the architecture of the RAG systems, retrieval methods, and optimization methods like embedding tuning, query expansion, and reranking. It also surveys methods of evaluation by such metrics as factual consistency and faithfulness. The results show that the incorporation of outside knowledge recall massively decreases hallucinations and improves the grounding in context. Although there are difficulties that are associated with scalability and knowledge management, optimized RAG frameworks present a good pathway towards creating trustworthy and evidence-based generative AI systems. Keywords: Large Language Models; Retrieval-Augmented Generation; Hallucination Reduction; AI Reliability. Authors: Jaipal Kumar, Dr. Shashank Swami. Categories: nan."
10.20944/preprints202602.0996.v1,Clinical Large Language Models with Multi-Stage Instruction Tuning and Advanced Retrieval-Augmented Generation,"The demand for efficient and accurate Clinical Decision Support Systems (CDSS) is growing rapidly, driven by the escalating volume of medical data. While Large Language Models (LLMs) offer significant potential, their direct application in healthcare is limited by issues like hallucinations and lack of domain-specific knowledge. Retrieval-Augmented Generation (RAG) addresses these challenges by grounding LLMs with external knowledge, and recent lightweight RAG-based CDSS have shown promise. Building on this, we propose Enhanced Clinical RAG-LLM (ECRAG-LLM), a novel system designed to elevate performance in complex clinical scenarios. ECRAG-LLM utilizes a robust yet lightweight Mistral-based LLM, integrated with a multi-stage instruction tuning strategy that first adapts to general medical knowledge and then reinforces context-aware and causal reasoning using a custom dataset of structured clinical cases. We employ BioSimCSE for domain-specific embeddings and introduce an enhanced RAG architecture featuring hybrid retrieval, cross-encoder-based contextual re-ranking, and context summarization to optimize retrieved information. Extensive experiments on medical benchmarks demonstrate that ECRAG-LLM consistently outperforms baseline lightweight fine-tuned LLMs, achieving significant improvements in diagnostic accuracy, treatment appropriateness, and explanatory quality, particularly in tasks requiring deep clinical reasoning. An ablation study confirms the synergistic contributions of our innovations, and an error analysis highlights a substantial reduction in critical errors, positioning ECRAG-LLM as a more reliable and intelligent solution for resource-constrained clinical environments.","Donald Martin, Blake Bowman",,unknown,2016-01-01,2026-02-13T03:03:17Z,3650,1713,https://doi.org/10.20944/preprints202602.0996.v1,,,"Clinical Large Language Models with Multi-Stage Instruction Tuning and Advanced Retrieval-Augmented Generation. The demand for efficient and accurate Clinical Decision Support Systems (CDSS) is growing rapidly, driven by the escalating volume of medical data. While Large Language Models (LLMs) offer significant potential, their direct application in healthcare is limited by issues like hallucinations and lack of domain-specific knowledge. Retrieval-Augmented Generation (RAG) addresses these challenges by grounding LLMs with external knowledge, and recent lightweight RAG-based CDSS have shown promise. Building on this, we propose Enhanced Clinical RAG-LLM (ECRAG-LLM), a novel system designed to elevate performance in complex clinical scenarios. ECRAG-LLM utilizes a robust yet lightweight Mistral-based LLM, integrated with a multi-stage instruction tuning strategy that first adapts to general medical knowledge and then reinforces context-aware and causal reasoning using a custom dataset of structured clinical cases. We employ BioSimCSE for domain-specific embeddings and introduce an enhanced RAG architecture featuring hybrid retrieval, cross-encoder-based contextual re-ranking, and context summarization to optimize retrieved information. Extensive experiments on medical benchmarks demonstrate that ECRAG-LLM consistently outperforms baseline lightweight fine-tuned LLMs, achieving significant improvements in diagnostic accuracy, treatment appropriateness, and explanatory quality, particularly in tasks requiring deep clinical reasoning. An ablation study confirms the synergistic contributions of our innovations, and an error analysis highlights a substantial reduction in critical errors, positioning ECRAG-LLM as a more reliable and intelligent solution for resource-constrained clinical environments. Authors: Donald Martin, Blake Bowman. Categories: nan."
10.54254/2753-8818/2026.33701,"Large Language Models in Mental Health: An Investigation of Prompt-Based Approaches, Fine-Tuning and Domain Adaptation, and Graph Retrieval-Augmented Generation","Large language models have shown growing potential in mental health services, including psychological support and knowledge-based therapeutic assistance. This paper reviews three main technical approaches in this area: prompt engineering, domain-specific fine-tuning, and Graph Retrieval-Augmented Generation. Prompting is flexible and relatively low-cost, which makes it useful for early exploration. Fine-tuning can improve the model's relevance to mental health tasks by using domain-specific data, while Graph-RAG helps strengthen contextual understanding and makes responses better grounded in external knowledge.At the same time, several important problems remain. Current LLM-based systems still face limits in interpretability and traceability, and issues such as hallucination and safety risks have not been fully resolved. Another major challenge is the lack of strong clinical validation, since many existing studies focus more on technical performance than on real-world treatment outcomes. To address these problems, future research may benefit from adding human supervision, exploring agent-based systems, and carrying out more rigorous clinical and real-world evaluation. Overall, although LLMs show clear promise in mental health, their development into safe, reliable, and clinically useful tools will still require continued technical improvement, professional involvement, and appropriate regulation.",Xintong Li,,unknown,2026-05-18,2026-07-21T20:05:01Z,80,1419,https://doi.org/10.54254/2753-8818/2026.33701,,Theoretical and Natural Science,"Large Language Models in Mental Health: An Investigation of Prompt-Based Approaches, Fine-Tuning and Domain Adaptation, and Graph Retrieval-Augmented Generation. Large language models have shown growing potential in mental health services, including psychological support and knowledge-based therapeutic assistance. This paper reviews three main technical approaches in this area: prompt engineering, domain-specific fine-tuning, and Graph Retrieval-Augmented Generation. Prompting is flexible and relatively low-cost, which makes it useful for early exploration. Fine-tuning can improve the model's relevance to mental health tasks by using domain-specific data, while Graph-RAG helps strengthen contextual understanding and makes responses better grounded in external knowledge.At the same time, several important problems remain. Current LLM-based systems still face limits in interpretability and traceability, and issues such as hallucination and safety risks have not been fully resolved. Another major challenge is the lack of strong clinical validation, since many existing studies focus more on technical performance than on real-world treatment outcomes. To address these problems, future research may benefit from adding human supervision, exploring agent-based systems, and carrying out more rigorous clinical and real-world evaluation. Overall, although LLMs show clear promise in mental health, their development into safe, reliable, and clinically useful tools will still require continued technical improvement, professional involvement, and appropriate regulation. Authors: Xintong Li. Categories: nan."
10.48175/ijarsct-34979,A Structured and Safety-Aware Conversational Framework Using Large Language Models and Retrieval-Augmented Generation for Mental Health Support,"The growing demand for accessible mental health support has led to the development of AI-based conversational systems; however, many existing solutions either lack structure or fail to ensure safety and consistency. This paper presents a structured and safety-aware conversational framework that integrates Retrieval-Augmented Generation (RAG) with Large Language Models (LLMs) in a controlled, multi-stage pipeline. The proposed system incorporates dedicated modules for crisis detection, assessment, cognitive reflection, and intervention, coordinated through an intent-driven orchestration layer. Unlike conventional chatbots, the system emphasises deterministic dialogue flow and psychological structuring using established frameworks. Evaluation using simulated conversational scenarios demonstrates that the framework produces more coherent, context-aware, and safe responses compared to unstructured approaches. The results highlight the importance of architecture-driven design in building reliable and responsible AI systems for mental health support","Mr. Varad Deokar, Mr. Atharva More, Mr. Manav Parmar, Prof. Kopal Gangrade",,unknown,2026-05-10,2026-05-10T05:10:19Z,88,1059,https://doi.org/10.48175/ijarsct-34979,,International Journal of Advanced Research in Science Communication and Technology,"A Structured and Safety-Aware Conversational Framework Using Large Language Models and Retrieval-Augmented Generation for Mental Health Support. The growing demand for accessible mental health support has led to the development of AI-based conversational systems; however, many existing solutions either lack structure or fail to ensure safety and consistency. This paper presents a structured and safety-aware conversational framework that integrates Retrieval-Augmented Generation (RAG) with Large Language Models (LLMs) in a controlled, multi-stage pipeline. The proposed system incorporates dedicated modules for crisis detection, assessment, cognitive reflection, and intervention, coordinated through an intent-driven orchestration layer. Unlike conventional chatbots, the system emphasises deterministic dialogue flow and psychological structuring using established frameworks. Evaluation using simulated conversational scenarios demonstrates that the framework produces more coherent, context-aware, and safe responses compared to unstructured approaches. The results highlight the importance of architecture-driven design in building reliable and responsible AI systems for mental health support Authors: Mr. Varad Deokar, Mr. Atharva More, Mr. Manav Parmar, Prof. Kopal Gangrade. Categories: nan."
